序号,汉字,声调,拼音,2075北京话音系,UntPhesoca宽,UntPhesoca严,Standard Chinese (Beijing),Standard Chinese (Beijing)严,胡裕树《现代汉语》,黄伯荣、廖序东《现代汉语》,钱乃荣《现代汉语》,吴宗济,赵元任《汉语口语语法》,《汉语方音字汇》
6458,磯,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6459,簊,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6460,羁,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6461,賷,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6462,鄿,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6463,櫅,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6464,耭,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6465,雞,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6466,譏,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6467,韲,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6468,鶏,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6469,譤,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6470,鐖,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6471,癪,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6472,躋,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6473,鞿,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6474,鷄,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6475,齎,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6476,羇,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6477,虀,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6478,鑇,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6479,覉,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6480,鑙,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6481,齏,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6482,羈,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6483,鸄,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6484,覊,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6485,庴,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6486,垍,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6487,諅,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6488,踦,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6489,璂,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6490,踑,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6491,谿,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6492,刏,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6493,畸,1,ji,t͡si̞˥·,t͡ɕi˥·,d̥͡ʑ̥i˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·,tɕi˥·
6494,簎,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6495,諔,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6496,堲,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6497,蠀,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6498,亼,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6499,及,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6500,吉,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6501,彶,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6502,忣,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6503,汲,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6504,级,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6505,即,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6506,极,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6507,亟,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6508,佶,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6509,郆,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6510,卽,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6511,叝,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6512,姞,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6513,急,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6514,狤,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6515,皍,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6516,笈,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6517,級,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6518,揤,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6519,疾,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6520,疾,0,ji,t͡si̞0·,t͡ɕi0·,d̥͡ʑ̥i0·,tɕi0·,tɕi0·,tɕi0·,tɕi0·,tɕi0·,tɕi0·,tɕi0·,tɕi0·
6521,觙,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6522,偮,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6523,卙,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6524,楖,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6525,焏,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6526,脨,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6527,谻,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6528,戢,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6529,棘,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6530,極,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6531,湒,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6532,集,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6533,塉,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6534,嫉,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6535,愱,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6536,楫,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6537,蒺,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6538,蝍,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6539,趌,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6540,辑,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6541,槉,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6542,耤,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6543,膌,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6544,銡,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6545,嶯,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6546,潗,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6547,瘠,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6548,箿,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6549,蕀,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6550,蕺,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6551,踖,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6552,鞊,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6553,鹡,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6554,橶,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6555,檝,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6556,濈,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6557,螏,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6558,輯,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6559,襋,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6560,蹐,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6561,艥,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6562,籍,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6563,轚,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6564,鏶,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6565,霵,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
6566,鶺,2,ji,t͡si̞˧˦·,t͡ɕi˧˥·,d̥͡ʑ̥i˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·,tɕi˧˥·
